"","business_id","business_name","business_address","business_city","business_state","business_postal_code","business_latitude","business_longitude","business_location","business_phone_number","inspection_id","inspection_date","inspection_score","inspection_type","violation_id","violation_description","risk_category","riskCatScore"
"46951",5948,"THE BRANDEIS SCHOOL OF SAN FRANCISCO","655 BROTHERHOOD Way","San Francisco","CA","94132",37.713935,-122.475282,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.475282', 'latitude': '37.713935'}",14155401035,"5948_20160413","2016-04-13T00:00:00",91,"Routine - Unscheduled","5948_20160413_103157","Food safety certificate or food handler card not available","Low Risk",1
"46954",3070,"FLOWER MARKET CAFE","698 BRANNAN St","San Francisco","CA","94107",37.775664,-122.399999,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.399999', 'latitude': '37.775664'}",14155497162,"3070_20190110","2019-01-10T00:00:00",77,"Routine - Unscheduled","3070_20190110_103141","Improper food labeling or menu misrepresentation","Low Risk",1
"46958",5948,"THE BRANDEIS SCHOOL OF SAN FRANCISCO","655 BROTHERHOOD Way","San Francisco","CA","94132",37.713935,-122.475282,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.475282', 'latitude': '37.713935'}",14155401035,"5948_20170214","2017-02-14T00:00:00",94,"Routine - Unscheduled","5948_20170214_103148","No thermometers or uncalibrated thermometers","Low Risk",1
"46965",619,"A-1 BAKERY","1727 OCEAN Ave","San Francisco","CA","94112",37.724824,-122.460726,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.460726', 'latitude': '37.724824'}",14155586923,"619_20190110","2019-01-10T00:00:00",86,"Routine - Unscheduled","619_20190110_103120","Moderate risk food holding temperature","Moderate Risk",2
"46974",1352,"LA TORTILLA","495 Castro St B","San Francisco","CA","94114",37.760954,-122.434935,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.434935', 'latitude': '37.760954'}",14155863990,"1352_20190115","2019-01-15T00:00:00",86,"Routine - Unscheduled","1352_20190115_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"46975",1931,"YUMMY YUMMY VIETNAMESE RESTAURANT","1015 IRVING St","San Francisco","CA","94122",37.763913,-122.468809,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.468809', 'latitude': '37.763913'}",14155564722,"1931_20190107","2019-01-07T00:00:00",79,"Routine - Unscheduled","1931_20190107_103103","High risk food holding temperature","High Risk",3
"46976",8202,"Xiao Loong","250 WEST PORTAL AVENUE","San Francisco","CA","",37.738616,-122.468775,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.468775', 'latitude': '37.738616'}",14155272647,"8202_20190109","2019-01-09T00:00:00",84,"Routine - Unscheduled","8202_20190109_103139","Improper food storage","Low Risk",1
"46977",619,"A-1 BAKERY","1727 OCEAN Ave","San Francisco","CA","94112",37.724824,-122.460726,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.460726', 'latitude': '37.724824'}",14155586923,"619_20190110","2019-01-10T00:00:00",86,"Routine - Unscheduled","619_20190110_103145","Improper storage of equipment utensils or linens","Low Risk",1
"46983",62000,"Cafe Encore","488 Post St","San Francisco","CA","94109",37.788128,-122.409705,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.409705', 'latitude': '37.788128'}",14155436549,"62000_20190111","2019-01-11T00:00:00",92,"Routine - Unscheduled","62000_20190111_103161","Low risk vermin infestation","Low Risk",1
"47008",8202,"Xiao Loong","250 WEST PORTAL AVENUE","San Francisco","CA","",37.738616,-122.468775,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.468775', 'latitude': '37.738616'}",14155272647,"8202_20190109","2019-01-09T00:00:00",84,"Routine - Unscheduled","8202_20190109_103142","Unclean nonfood contact surfaces","Low Risk",1
"47025",8202,"Xiao Loong","250 WEST PORTAL AVENUE","San Francisco","CA","",37.738616,-122.468775,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.468775', 'latitude': '37.738616'}",14155272647,"8202_20190109","2019-01-09T00:00:00",84,"Routine - Unscheduled","8202_20190109_103132","Improper thawing methods","Moderate Risk",2
"47026",1931,"YUMMY YUMMY VIETNAMESE RESTAURANT","1015 IRVING St","San Francisco","CA","94122",37.763913,-122.468809,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.468809', 'latitude': '37.763913'}",14155564722,"1931_20190107","2019-01-07T00:00:00",79,"Routine - Unscheduled","1931_20190107_103132","Improper thawing methods","Moderate Risk",2
"47042",68773,"Nopalito","1224 9th Ave","San Francisco","CA","94122",37.765412,-122.466375,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.466375', 'latitude': '37.765412'}",14155430303,"68773_20190116","2019-01-16T00:00:00",87,"Routine - Unscheduled","68773_20190116_103161","Low risk vermin infestation","Low Risk",1
"47051",2684,"ERIC'S RESTAURANT","1500 Church St","San Francisco","CA","94131",37.746759,-122.426995,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.426995', 'latitude': '37.746759'}",14155280919,"2684_20190107","2019-01-07T00:00:00",84,"Routine - Unscheduled","2684_20190107_103145","Improper storage of equipment utensils or linens","Low Risk",1
"47078",71657,"Bussaba","534 IRVING St","San Francisco","CA","94122",37.764188,-122.463683,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.463683', 'latitude': '37.764188'}",14155374505,"71657_20171010","2017-10-10T00:00:00",70,"Routine - Unscheduled","71657_20171010_103144","Unapproved or unmaintained equipment or utensils","Low Risk",1
"47081",628,"EL BURRITO EXPRESS #2","1812 DIVISADERO St","San Francisco","CA","94115",37.786407,-122.440057,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.440057', 'latitude': '37.786407'}",14155774246,"628_20190109","2019-01-09T00:00:00",79,"Routine - Unscheduled","628_20190109_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"47082",2743,"NOAH'S NEW YORK BAGELS #2147","2300 16 th St","San Francisco","CA","94103",37.765708,-122.409002,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.409002', 'latitude': '37.765708'}",14155862802,"2743_20190111","2019-01-11T00:00:00",96,"Routine - Unscheduled","2743_20190111_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"47111",8202,"Xiao Loong","250 WEST PORTAL AVENUE","San Francisco","CA","",37.738616,-122.468775,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.468775', 'latitude': '37.738616'}",14155272647,"8202_20190109","2019-01-09T00:00:00",84,"Routine - Unscheduled","8202_20190109_103133","Foods not protected from contamination","Moderate Risk",2
"47112",62000,"Cafe Encore","488 Post St","San Francisco","CA","94109",37.788128,-122.409705,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.409705', 'latitude': '37.788128'}",14155436549,"62000_20190111","2019-01-11T00:00:00",92,"Routine - Unscheduled","62000_20190111_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"47114",71657,"Bussaba","534 IRVING St","San Francisco","CA","94122",37.764188,-122.463683,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.463683', 'latitude': '37.764188'}",14155374505,"71657_20180814","2018-08-14T00:00:00",76,"Routine - Unscheduled","71657_20180814_103109","Unclean or unsanitary food contact surfaces","High Risk",3
"47124",1931,"YUMMY YUMMY VIETNAMESE RESTAURANT","1015 IRVING St","San Francisco","CA","94122",37.763913,-122.468809,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.468809', 'latitude': '37.763913'}",14155564722,"1931_20190107","2019-01-07T00:00:00",79,"Routine - Unscheduled","1931_20190107_103131","Moderate risk vermin infestation","Moderate Risk",2
"47129",251,"THE BEANERY INC.","602 Irving St","San Francisco","CA","94122",37.764148,-122.464391,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.464391', 'latitude': '37.764148'}",14155661090,"251_20160616","2016-06-16T00:00:00",96,"Routine - Unscheduled","251_20160616_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"47136",2743,"NOAH'S NEW YORK BAGELS #2147","2300 16 th St","San Francisco","CA","94103",37.765708,-122.409002,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.409002', 'latitude': '37.765708'}",14155862802,"2743_20190111","2019-01-11T00:00:00",96,"Routine - Unscheduled","2743_20190111_103144","Unapproved or unmaintained equipment or utensils","Low Risk",1
"47138",5948,"THE BRANDEIS SCHOOL OF SAN FRANCISCO","655 BROTHERHOOD Way","San Francisco","CA","94132",37.713935,-122.475282,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.475282', 'latitude': '37.713935'}",14155401035,"5948_20170214","2017-02-14T00:00:00",94,"Routine - Unscheduled","5948_20170214_103121","Inadequate procedures or records for time as a public health control","Moderate Risk",2
"47143",71657,"Bussaba","534 IRVING St","San Francisco","CA","94122",37.764188,-122.463683,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.463683', 'latitude': '37.764188'}",14155374505,"71657_20171010","2017-10-10T00:00:00",70,"Routine - Unscheduled","71657_20171010_103157","Food safety certificate or food handler card not available","Low Risk",1
"47169",69475,"La Corneta, Inc","2834 Diamond St","San Francisco","CA","94131",37.734012,-122.434072,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.434072', 'latitude': '37.734012'}",14155468757,"69475_20190118","2019-01-18T00:00:00",90,"Routine - Unscheduled","69475_20190118_103133","Foods not protected from contamination","Moderate Risk",2
"47190",69475,"La Corneta, Inc","2834 Diamond St","San Francisco","CA","94131",37.734012,-122.434072,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.434072', 'latitude': '37.734012'}",14155468757,"69475_20190118","2019-01-18T00:00:00",90,"Routine - Unscheduled","69475_20190118_103120","Moderate risk food holding temperature","Moderate Risk",2
"47248",69475,"La Corneta, Inc","2834 Diamond St","San Francisco","CA","94131",37.734012,-122.434072,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.434072', 'latitude': '37.734012'}",14155468757,"69475_20190118","2019-01-18T00:00:00",90,"Routine - Unscheduled","69475_20190118_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"47283",4656,"STARBUCKS COFFEE CO","120 04th St","San Francisco","CA","94103",37.784247,-122.403989,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.403989', 'latitude': '37.784247'}",14155280579,"4656_20190122","2019-01-22T00:00:00",96,"Routine - Unscheduled","4656_20190122_103142","Unclean nonfood contact surfaces","Low Risk",1
"47315",4656,"STARBUCKS COFFEE CO","120 04th St","San Francisco","CA","94103",37.784247,-122.403989,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.403989', 'latitude': '37.784247'}",14155280579,"4656_20190122","2019-01-22T00:00:00",96,"Routine - Unscheduled","4656_20190122_103147","Inadequate ventilation or lighting","Low Risk",1
"47360",3055,"SAFEWAY STORES, INC. #995","1335 Webster St","San Francisco","CA","94115",37.783253,-122.431034,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.431034', 'latitude': '37.783253'}",14155924557,"3055_20190118","2019-01-18T00:00:00",88,"Routine - Unscheduled","3055_20190118_103131","Moderate risk vermin infestation","Moderate Risk",2
"47386",4479,"Courtney's Produce II","101 CASTRO St","San Francisco","CA","94114",37.767194,-122.435576,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.435576', 'latitude': '37.767194'}",14155621850,"4479_20180201","2018-02-01T00:00:00",82,"Routine - Unscheduled","4479_20180201_103120","Moderate risk food holding temperature","Moderate Risk",2
"47391",26149,"Mrs. Fields Cookies","865 Market St 9000","San Francisco","CA","94103",37.784317,-122.407563,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.407563', 'latitude': '37.784317'}",14155971993,"26149_20170928","2017-09-28T00:00:00",82,"Routine - Unscheduled","26149_20170928_103131","Moderate risk vermin infestation","Moderate Risk",2
"47401",4479,"Courtney's Produce II","101 CASTRO St","San Francisco","CA","94114",37.767194,-122.435576,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.435576', 'latitude': '37.767194'}",14155621850,"4479_20180201","2018-02-01T00:00:00",82,"Routine - Unscheduled","4479_20180201_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"47417",4479,"Courtney's Produce II","101 CASTRO St","San Francisco","CA","94114",37.767194,-122.435576,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.435576', 'latitude': '37.767194'}",14155621850,"4479_20180201","2018-02-01T00:00:00",82,"Routine - Unscheduled","4479_20180201_103139","Improper food storage","Low Risk",1
"47418",26149,"Mrs. Fields Cookies","865 Market St 9000","San Francisco","CA","94103",37.784317,-122.407563,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.407563', 'latitude': '37.784317'}",14155971993,"26149_20170928","2017-09-28T00:00:00",82,"Routine - Unscheduled","26149_20170928_103109","Unclean or unsanitary food contact surfaces","High Risk",3
"47419",4479,"Courtney's Produce II","101 CASTRO St","San Francisco","CA","94114",37.767194,-122.435576,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.435576', 'latitude': '37.767194'}",14155621850,"4479_20180201","2018-02-01T00:00:00",82,"Routine - Unscheduled","4479_20180201_103129","Insufficient hot water or running water","Moderate Risk",2
